1049154522|1980 CHRISTMAS TEDDY BEAR HALLMARK ORNAMENT|2001-12-15 20:02:08|2001-12-22 20:02:08|TOY SHOW|0|9.95|NULL|USA|9.95
1049154715|~*~*~TEDDY BEAR Christmas Tapestry RUG|2001-12-15 20:02:22|2001-12-22 20:02:22|Suffield|0|6.95|NULL|USA|6.95
1049154817|Dr. Seuss Hallmark GRINCH PLUSH SANTA DOLL!!!|2001-12-15 20:02:38|2001-12-25 20:02:38|Pittsburgh - Home of Steelers !|0|9.95|NULL|USA|9.95
1049155456|HYDRANGEA MURRAY FLORAL TAPESTRY AFGHAN|2001-12-15 20:03:52|2001-12-22 20:03:52|OCALA, FL|0|39.99|NULL|USA|39.99
1049156320|FRIENDS OF THE FEATHER BELL ANGEL W/RATTLES|2001-12-15 20:05:34|2001-12-20 20:05:34|Tammy's Treasures Wisconsin|0|3.95|NULL|USA|3.95
1049156556|Hallmark Porcelain Hinged Box Santa Ornament|2001-12-15 20:06:18|2001-12-20 20:06:18|Ithaca, NY (the original Hollywood)|0|5.95|$8.24|USA|5.95
1049156597|1991 Flag of Liberty (Patriotic) $16 value|2001-12-15 20:06:15|2001-12-18 20:06:15|El Cajon Ca|0|7.00|NULL|USA|7.00
1049157037|VINTAGE INDIGO & COPPER METALLIC FABRIC|2001-12-15 20:08:34|2001-12-22 20:08:34|Chandler,Az.|1|9.00|NULL|USA|9.00
1049157107|star wars ccg:theed Droid Racks|2001-12-15 20:07:29|2001-12-18 20:07:29|Hillsboro, OR|1|1.00|NULL|USA|1.00
1049158290|1966 VF DC TEEN TITANS #1 - 4|2001-12-15 20:09:49|2001-12-22 20:09:49|Akron, OH|1|9.99|NULL|USA|9.99
1049158419|GI JOE G.I. JOE American Hero #1 & #2 Image|2001-12-15 20:10:04|2001-12-22 20:10:04|Baltimore, MD|0|3.99|NULL|USA|3.99
1049158972|Hallmark 2001 Dog Photo Holder Ornament NEW!|2001-12-15 20:12:03|2001-12-22 20:12:03|Northern California|0|8.95|NULL|USA|8.95
1049159067|Poland Spring Moses Gin Bottle|2001-12-15 20:19:05|2001-12-22 20:19:05|New Jersey|0|3.99|NULL|USA|3.99
1049159437|1987 Porcelain Bear $42 value|2001-12-15 20:12:17|2001-12-18 20:12:17|El Cajon Ca|0|14.00|NULL|USA|14.00
1049159676|Ashworth Mock Turtleneck BRAND NEW White XL|2001-12-15 20:13:17|2001-12-18 20:13:17|Virginia|0|9.75|NULL|USA|9.75
1049159998|Spider-Man #1-18(14 issues), Todd McFarlane|2001-12-15 20:14:25|2001-12-20 20:14:25|San Pedro|0|7.99|NULL|USA|7.99
1049160086|Lucy & Me: Bear as Camera, New|2001-12-15 20:14:06|2001-12-20 20:14:06|Corner Gifts|0|4.95|$17.03|USA|4.95
1049161284|VINTAGE LINENS COLLECTION-NICE|2001-12-15 20:16:52|2001-12-20 20:16:52|Ewing, Kentucky|0|5.00|NULL|USA|5.00
1049162647|Gimli LORD OF THE RINGS Autographed Card|2001-12-15 20:19:18|2001-12-22 20:19:18|FARGO, ND.|1|19.95|NULL|USA|19.95
1049163699|Hallmark Cloth Plush Chris Mouse Tree Topper|2001-12-15 20:23:28|2001-12-20 20:23:28|HAPPY BIRTHDAY JESUS!!|0|6.95|NULL|USA|6.95
1049164718|ULTIMATE SPIDERMAN # 8 RESKETCHED LTD 199|2001-12-15 20:25:39|2001-12-22 20:25:39|FRIZZ COLECTIBLES (888) 626 - 6333|0|49.99|NULL|USA|49.99
1049165111|Dept 56 LOTSA Wrought Iron Fence Extensions|2001-12-15 20:26:33|2001-12-18 20:26:33|DEXTER CITY ANTIQUE MALL|1|9.99|$58.90|USA|9.99
1049165835|Yaoi Manga - Kamisama Help!!|2001-12-15 20:31:08|2001-12-22 20:31:08|Japan|0|5.00|NULL|Japan|5.00
1049167877|Jay Strongwater LEAF, INSECT, FROG FRAME - NR|2001-12-15 20:34:35|2001-12-20 20:34:35|New York City Area|0|220.00|NULL|USA|220.00
1049168076|STARMAN #67 -MINT-DC GRAND GUIGNOL|2001-12-15 20:34:04|2001-12-18 20:34:04|allentown ,pa|0|2.00|NULL|USA|2.00
1049168611|GARFIELD CHRISTMAS MUG - 1978|2001-12-15 20:35:36|2001-12-22 20:35:36|Bay State|0|4.99|NULL|USA|4.99
1049168715|GREEN LANTERN #126 -MINT- DC|2001-12-15 20:35:39|2001-12-18 20:35:39|allentown ,pa|0|2.00|NULL|USA|2.00
1049169223|Fishing Creel Salt and Pepper Shakers|2001-12-15 20:37:16|2001-12-22 20:37:16|Paducah Kentucky|0|5.00|$17.12|USA|5.00
1049169622|Marvel Comics X-Factor #70-#89 NM X-Men|2001-12-15 20:38:23|2001-12-22 20:38:23|Sacramento|0|9.00|NULL|USA|9.00
1049171935|DEPT 56 SV CHRISTMAS AT THE FARM SET/2 MIB NR|2001-12-15 20:45:34|2001-12-18 20:45:34|LONG ISLAND, NY|0|7.99|NULL|USA|7.99
1049172543|WWF-The Rock #1|2001-12-15 20:46:32|2001-12-20 20:46:32|Katy, Texas|0|1.00|NULL|USA|1.00
1049173204|Wonder Woman Logo DC Premium Cloisonne Pin|2001-12-15 20:48:10|2001-12-22 20:48:10|Georgia|0|8.99|NULL|USA|8.99
1049173595|Harbour Lights Boston Harbor, MA. Retired|2001-12-15 20:49:02|2001-12-20 20:49:02|Wildomar, CA|1|85.00|NULL|USA|85.00
1049174068|EGG SHAPED SALT & PEPPER SET - NEW|2001-12-15 20:50:42|2001-12-22 20:50:42|BC|0|5.99|NULL|Canada|5.99
1049174711|Floral Feedsack Fabric - Blue & Yellow|2001-12-15 20:52:54|2001-12-22 20:52:54|Lilburn, GA|0|5.00|NULL|USA|5.00
1049174724|Blushing Bunnies: ~ Its Time To Put A ~|2001-12-15 20:52:37|2001-12-20 20:52:37|Corner Gifts|0|7.95|NULL|USA|7.95
1049175236|Country Angels on blue, by Carol Endres! 57|2001-12-15 20:54:54|2001-12-22 20:54:54|ozarks|0|6.49|NULL|USA|6.49
1049175340|Magical Fairy on a Beautiful Magnet|2001-12-15 20:54:55|2001-12-22 20:54:55|Valley of the Sun|0|3.89|NULL|USA|3.89
1049176244|Bowen Mini-Bust Thanos *NO Reserve*|2001-12-15 20:59:37|2001-12-20 20:59:37|Rochester, Ny|0|50.00|$305.57|USA|50.00
1049176328|Mary's Moo Moo'sCOW-LECTING DEERE MEMORIES|2001-12-15 20:59:11|2001-12-18 20:59:11|Clarksville, TN|0|5.99|NULL|USA|5.99
1049178479|FUNKO COLONEL SANDERS BOBBING HEAD NODDER|2001-12-15 21:05:27|2001-12-22 21:05:27|NY|0|8.99|$50.84|USA|8.99
1049178513|1890s STOVINK INK FOR STOVES 4.5" BIMAL SUPER|2001-12-15 21:06:17|2001-12-22 21:06:17|Syracuse Orange Sports|0|9.99|$50.97|USA|9.99
1049179067|17 BUTTERFLIES TAPESTRY THROW FLOWERS|2001-12-15 21:08:26|2001-12-22 21:08:26|King of Tapestry, South Carolina|0|32.95|NULL|USA|32.95
1049180776|THE GEAR STATION 1 2 & 4 - dan fraga|2001-12-15 21:13:13|2001-12-22 21:13:13|Southern Alberta|0|3.99|NULL|Canada|3.99
1049181111|Lot of 42 comics - asst. DC|2001-12-15 21:14:06|2001-12-22 21:14:06|Los Angeles, CA|0|8.00|NULL|USA|8.00
1049182827|BATMAN SHADOW OF THE BAT #42 -MINT-DC|2001-12-15 21:19:11|2001-12-18 21:19:11|allentown ,pa|0|2.00|NULL|USA|2.00
1049182863|Fontanini Thomas, Rug Merchant, 7.5"! NINB!|2001-12-15 21:19:31|2001-12-22 21:19:31|Southern Pines, NC|1|1.99|NULL|USA|1.99
1049183186|BATMAN SHADOW OF THE BAT #44 -MINT-DC|2001-12-15 21:19:58|2001-12-18 21:19:58|allentown ,pa|0|2.00|NULL|USA|2.00
1049183909|1915 STARKE, FLA HOBBLESKIRT COKE! TOUGH!|2001-12-15 21:21:52|2001-12-22 21:21:52|Sunny Florida|0|9.99|$32.02|USA|9.99
1049186813|Longaberger FRESH FROM THE PANTRY COOKBOOK|2001-12-15 21:33:46|2001-12-18 21:33:46|Midwest|0|14.99|NULL|USA|14.99
1049186830|Debbie Mumm, Garden Variety Border Stripe 10|2001-12-15 21:33:34|2001-12-22 21:33:34|ozarks|0|5.49|NULL|USA|5.49
1049187163|ENESCO USA SPACE ROCKET NIGHTLIGHT NASA|2001-12-15 21:34:18|2001-12-18 21:34:18|Tulsa, OK|0|3.95|NULL|USA|3.95
1049187956|AQUAMAN #11 - VERY GOOD CONDITION|2001-12-15 21:38:30|2001-12-22 21:38:30|Kansas City, MO|0|5.99|NULL|USA|5.99
1049188857|COLLECTIBLE COUNT CHOCULA BOBBLE HEAD DOLL|2001-12-15 21:43:40|2001-12-20 21:43:40|SEE ALL MY AUCTIONS|0|12.95|NULL|USA|12.95
1049188864|Holt Howard Christmas Candy Cookie Jar|2001-12-15 21:43:55|2001-12-22 21:43:55|Valles Mines MO|0|9.95|NULL|USA|9.95
1049190559|BROTHERHOOD # 1, 2, 3, 4, 5, 6 MARVEL XMEN|2001-12-16 18:18:35|2001-12-23 18:18:35|atlanta|0|4.75|NULL|USA|4.75
1049190575|BROTHERHOOD # 1, 2, 3, 4, 5, 6 MARVEL XMEN|2001-12-16 18:18:31|2001-12-19 18:18:31|atlanta|0|4.75|NULL|USA|4.75
1049190604|Harmony Ball Pot Bellys DINOSAUR Razorback|2001-12-15 21:51:48|2001-12-22 21:51:48|Bartlesville, Oklahoma|0|9.95|NULL|USA|9.95
1049190898|1950 Freedom's War #78 Tank Destoryer EX+++|2001-12-15 21:52:57|2001-12-22 21:52:57|Bridgewater NJ|0|1.50|NULL|USA|1.50
1049191537|GENERATION X #1-5,17,18,40,43/Lobdell/Bachalo|2001-12-15 21:56:33|2001-12-22 21:56:33|The Bronx|0|2.00|NULL|USA|2.00
1049191647|Boyds Bears "Dr. Harrison Griz, MD, PhD, Bud"|2001-12-15 21:56:31|2001-12-20 21:56:31|Seattle, WA|0|5.00|NULL|USA|5.00
1049192271|LEGIONNAIRES 1-6, 9, 13 / 9 Books! DC Comics|2001-12-15 21:59:36|2001-12-22 21:59:36|The Bronx|0|2.00|NULL|USA|2.00
1049193014|Captain Jean Luc Picard Hallmark 1995|2001-12-15 22:03:19|2001-12-18 22:03:19|Albany, N.Y.|0|9.99|NULL|USA|9.99
1049193532|**Very Cute Maxine & Floyld Pins***|2001-12-15 22:07:27|2001-12-22 22:07:27|south subs|0|3.50|NULL|USA|3.50
1049193762|Hallmark STAR WARS IMPERIAL STORM TROOPER mim|2001-12-15 22:06:27|2001-12-18 22:06:27|AZ|0|9.95|NULL|USA|9.95
1049195251|Vintage Annie Oakley Cowgirl outfit 1950s NR|2001-12-15 22:16:31|2001-12-22 22:16:31|Ohio|10|9.99|NULL|USA|61.88
1049195304|Christmas Dogs Cats Like Santa Fabric 1YD NEW|2001-12-15 22:16:58|2001-12-22 22:16:58|PROUD TO BE A FREE AMERICAN|0|7.99|NULL|USA|7.99
1049195935|BEST * 4 Ply SILVER GREY * CREPE Fabric CP-3|2001-12-15 22:20:01|2001-12-25 22:20:01|Brooklyn|0|4.85|NULL|USA|4.85
1049196406|Batman Resin Christmas Ornament - DC Direct!!|2001-12-15 22:23:16|2001-12-22 22:23:16|Dreamstrands Comics & Such, Seattle|0|9.99|NULL|USA|9.99
1049196599|Superman Resin Christmas Ornament - DC Direct|2001-12-15 22:24:45|2001-12-22 22:24:45|Dreamstrands Comics & Such, Seattle|0|9.99|NULL|USA|9.99
1049196686|Sandman Kindly Ones Hardcover Neil Gaiman|2001-12-15 22:25:30|2001-12-18 22:25:30|Please Check Out My Other Auctions!!!|0|9.95|NULL|USA|9.95
1049197215|PATRIOTIC EAGLE KEYCHAIN - GOLD - FREE S/H|2001-12-15 22:30:15|2001-12-20 22:30:15|Free shipping when you win 3 or more !|0|1.95|$4.11|USA|1.95
1049197239|AMAZING SPIDER-MAN #36 Spiderman FREE SHIP|2001-12-15 22:30:11|2001-12-18 22:30:11|Holt|0|8.00|NULL|USA|8.00
1049197464|Kool Cigarette Cup New 8 oz|2001-12-15 22:31:25|2001-12-20 22:31:25|Berks County|0|1.00|NULL|USA|1.00
1049198442|LEGENDS OF THE DC UNIVERSE 37-41 NM/M ATOM|2001-12-15 22:40:14|2001-12-22 22:40:14|FREDERICKSBURG VA PAYPAL ACCEPTED|0|4.00|NULL|USA|4.00
1049198860|AMAZING SPIDER-MAN #127 - FINE CONDITION|2001-12-15 22:42:05|2001-12-22 22:42:05|Kansas City, MO|0|1.99|$9.50|USA|1.99
1049198982|Two 21 Inch Christmas Bears 1996|2001-12-15 22:42:38|2001-12-20 22:42:38|Seattle, WA|0|12.00|NULL|USA|12.00
1049199017|Star Wars Queen Amidala Royal Elegance 12" NR|2001-12-15 22:42:59|2001-12-22 22:42:59|Detroit Michigan USA|0|9.99|NULL|USA|9.99
1049199189|Hallmark Large 14" KISS KISS Mistletoe Bears|2001-12-15 22:45:20|2001-12-20 22:45:20|Brownsburg, Indiana|0|22.00|NULL|USA|22.00
1049199748|Crown Him Lord of All MIB Musical!!!|2001-12-15 22:49:02|2001-12-25 22:49:02|Fresno, CA|1|1.00|NULL|USA|1.00
1049203377|10 RADIOACTIVE WARNING LABELS-THE REAL THING!|2001-12-15 23:03:21|2001-12-22 23:03:21|cant say-don't wanna get abducted again|0|5.00|NULL|USA|5.00
1049203532|J. MANKE & CO SAVANNAH|2001-12-15 23:05:11|2001-12-22 23:05:11|NO RESERVE|1|1.00|NULL|USA|1.00
1049203535|JAMES BOND 1" BUTTON LOT PUNK MOD EMO|2001-12-15 23:05:00|2001-12-18 23:05:00|Chicago, IL|0|3.00|NULL|USA|3.00
1049205317|Mission Impossible 2 MI2 VHS Tom Cruise|2001-12-15 23:33:31|2001-12-20 23:33:31|Sayville|0|0.99|NULL|USA|0.99
1049205588|Princess Grace, Thornton Utz, Collector Plate|2001-12-15 23:27:02|2001-12-22 23:27:02|Farmington, CT|0|9.99|NULL|USA|9.99
1049205617|Barbie..... Hallmark .Holiday Series #4|2001-12-15 23:28:11|2001-12-22 23:28:11|Del Mar, CA|1|7.00|NULL|USA|7.00
1049206488|Vintage THE REAPER old enamel pin|2001-12-15 23:38:02|2001-12-22 23:38:02|Chicago, IL|0|7.50|NULL|USA|7.50
1049206753|DEADPOOL SINS OF THE PAST -MINT- 115 PAGES|2001-12-15 23:42:21|2001-12-18 23:42:21|allentown ,pa|0|5.00|NULL|USA|5.00
1049207556|Book "Paul Harris Intimate Secrets" 1976|2001-12-15 23:53:01|2001-12-22 23:53:01|Dallas, Tx|0|9.95|NULL|USA|9.95
1049207694|2000 HALLMARK STAR TREK BORG CUBE-BUY NOW $20|2001-12-15 23:55:28|2001-12-22 23:55:28|Seattle, WA|0|14.99|NULL|USA|14.99
1049207955|AVON LITTLE BLACK DRESS PARFUM EARRINGS BAG|2001-12-15 23:58:41|2001-12-18 23:58:41|Jackson WI|0|14.99|NULL|USA|14.99
1049208167|HOME INTERIOR OAK SCONCES-MINT CONDITION|2001-12-16 00:02:52|2001-12-23 00:02:52|Atascosa, TX|0|19.00|NULL|USA|19.00
1049208273|SUPERMAN LUNCH BOX '98 ORNAMENT|2001-12-16 00:02:59|2001-12-21 00:02:59|Woodland Hills, CA|0|8.00|NULL|USA|8.00
1049208593|SWORDSMAN Jackie Cheung DVD New US SELLER|2001-12-16 16:52:49|2001-12-19 16:52:49|San Francisco, CA|0|9.99|NULL|USA|9.99
1049209629|STAR WARS LUNCH BOX '98 ORNAMENT|2001-12-16 00:11:59|2001-12-21 00:11:59|Woodland Hills, CA|0|8.00|NULL|USA|8.00
1049210719|CIC Gardengate House, 2001, FREE gift wrap|2001-12-16 00:20:07|2001-12-21 00:20:07|Washington State|0|51.95|NULL|USA|51.95
1049210935|THE BALLAD OF ANDY CROCKER----Lee Majors-NEW|2001-12-16 18:52:30|2001-12-23 18:52:30|Clover, SC|0|9.99|NULL|USA|9.99
1049210994|THE GOLEM----Paul Wegene---NEW---RARE RARE|2001-12-16 18:55:36|2001-12-23 18:55:36|Clover, SC|0|9.99|NULL|USA|9.99
1049211049|:08min. Buns and Legs-DVD-NEW-Workout|2001-12-16 18:52:45|2001-12-23 18:52:45|Clover, SC|0|9.99|NULL|USA|9.99
1049211068|BILL AND COO-Award Winning Childrens Film-NEW|2001-12-16 18:54:05|2001-12-23 18:54:05|Clover, SC|0|9.99|NULL|USA|9.99
1049211094|HIS PRIVATE SECRETARY--John Wayne--NEW-RARE|2001-12-16 18:57:17|2001-12-23 18:57:17|Clover, SC|0|9.99|NULL|USA|9.99
1049211154|JACK BENNY Always 39---documentary-NEW|2001-12-16 18:52:19|2001-12-23 18:52:19|Clover, SC|0|9.99|NULL|USA|9.99
1049211177|SMASH-UP THE STORY OF A WOMAN!--Susan Hayward|2001-12-16 18:53:53|2001-12-23 18:53:53|Clover, SC|0|9.99|NULL|USA|9.99
1049211380|THE DUKE IS TOPS--Lena Horne-Ralph Cooper-NEW|2001-12-16 18:50:55|2001-12-23 18:50:55|Clover, SC|0|9.99|NULL|USA|9.99
1049212451|Swarovski Three South Sea Fish 7644 NR 057|2001-12-16 00:33:17|2001-12-19 00:33:17|Roseville, CA|0|119.00|NULL|USA|119.00
1049213407|Lady Death 4 Fractal Hot Box #35 The Nexus|2001-12-16 11:51:54|2001-12-23 11:51:54|Southern California|0|1.30|NULL|USA|1.30
1049213503|Lady Death 4 Fractal Hot Box #40 Lady Death|2001-12-16 11:52:00|2001-12-23 11:52:00|Southern California|1|1.30|NULL|USA|1.30
1049213612|F&F Holiday Hamlet- Christmas Treats|2001-12-16 00:43:04|2001-12-23 00:43:04|dallas, texas|0|9.99|NULL|USA|9.99
1049214101|Harmony Kingdom UK EXC L.Ed CHRISTMAS CRACKER|2001-12-16 00:52:03|2001-12-19 00:52:03|MOTTRAM, CHESHIRE|0|90.00|NULL|United Kingdom|90.00
1049214158|Sopranos Complete Second Season DVD Box Set|2001-12-16 18:10:54|2001-12-19 18:10:54|PA|0|9.99|NULL|USA|9.99
1049214645|RARE Simpsons Original DUFF BEER Unopened CAN|2001-12-16 01:03:01|2001-12-19 01:03:01|AUSTRALIA - HOME OF THE DUFF!!!!!|0|20.00|NULL|Australia|20.00
1049215282|XENA TOY CHAKRAM-L@@K|2001-12-16 01:07:04|2001-12-19 01:07:04|USA|0|5.00|NULL|USA|5.00
